subset,label,filename,full_path
Train,happy,ffhq_3415.png,/content/mood_data/Train/happy/ffhq_3415.png
Train,happy,ffhq_3591.png,/content/mood_data/Train/happy/ffhq_3591.png
Train,happy,ffhq_4170.png,/content/mood_data/Train/happy/ffhq_4170.png
Train,happy,ffhq_2731.png,/content/mood_data/Train/happy/ffhq_2731.png
Train,happy,ffhq_4790.png,/content/mood_data/Train/happy/ffhq_4790.png
Train,happy,ffhq_4633.png,/content/mood_data/Train/happy/ffhq_4633.png
Train,happy,ffhq_4210.png,/content/mood_data/Train/happy/ffhq_4210.png
Train,happy,ffhq_4048.png,/content/mood_data/Train/happy/ffhq_4048.png
Train,happy,ffhq_2713.png,/content/mood_data/Train/happy/ffhq_2713.png
Train,happy,ffhq_3712.png,/content/mood_data/Train/happy/ffhq_3712.png
Train,happy,ffhq_3379.png,/content/mood_data/Train/happy/ffhq_3379.png
Train,happy,ffhq_3181.png,/content/mood_data/Train/happy/ffhq_3181.png
Train,happy,ffhq_3197.png,/content/mood_data/Train/happy/ffhq_3197.png
Train,happy,image0041657.jpg,/content/mood_data/Train/happy/image0041657.jpg
Train,happy,ffhq_4180.png,/content/mood_data/Train/happy/ffhq_4180.png
Train,happy,ffhq_4411.png,/content/mood_data/Train/happy/ffhq_4411.png
Train,happy,ffhq_3851.png,/content/mood_data/Train/happy/ffhq_3851.png
Train,happy,ffhq_3089.png,/content/mood_data/Train/happy/ffhq_3089.png
Train,happy,ffhq_4426.png,/content/mood_data/Train/happy/ffhq_4426.png
Train,happy,ffhq_4365.png,/content/mood_data/Train/happy/ffhq_4365.png
Train,happy,ffhq_3306.png,/content/mood_data/Train/happy/ffhq_3306.png
Train,happy,ffhq_4572.png,/content/mood_data/Train/happy/ffhq_4572.png
Train,happy,ffhq_4446.png,/content/mood_data/Train/happy/ffhq_4446.png
Train,happy,ffhq_3115.png,/content/mood_data/Train/happy/ffhq_3115.png
Train,happy,ffhq_4192.png,/content/mood_data/Train/happy/ffhq_4192.png
Train,happy,ffhq_4865.png,/content/mood_data/Train/happy/ffhq_4865.png
Train,happy,ffhq_4675.png,/content/mood_data/Train/happy/ffhq_4675.png
Train,happy,ffhq_4781.png,/content/mood_data/Train/happy/ffhq_4781.png
Train,happy,ffhq_4826.png,/content/mood_data/Train/happy/ffhq_4826.png
Train,happy,ffhq_4714.png,/content/mood_data/Train/happy/ffhq_4714.png
Train,happy,ffhq_4188.png,/content/mood_data/Train/happy/ffhq_4188.png
Train,happy,ffhq_2938.png,/content/mood_data/Train/happy/ffhq_2938.png
Train,happy,ffhq_4072.png,/content/mood_data/Train/happy/ffhq_4072.png
Train,happy,image0031254.jpg,/content/mood_data/Train/happy/image0031254.jpg
Train,happy,ffhq_3247.png,/content/mood_data/Train/happy/ffhq_3247.png
Train,happy,ffhq_4519.png,/content/mood_data/Train/happy/ffhq_4519.png
Train,happy,ffhq_4313.png,/content/mood_data/Train/happy/ffhq_4313.png
Train,happy,image0028871.jpg,/content/mood_data/Train/happy/image0028871.jpg
Train,happy,ffhq_4614.png,/content/mood_data/Train/happy/ffhq_4614.png
Train,happy,ffhq_2946.png,/content/mood_data/Train/happy/ffhq_2946.png
Train,happy,ffhq_4417.png,/content/mood_data/Train/happy/ffhq_4417.png
Train,happy,ffhq_3496.png,/content/mood_data/Train/happy/ffhq_3496.png
Train,happy,ffhq_4835.png,/content/mood_data/Train/happy/ffhq_4835.png
Train,happy,ffhq_4693.png,/content/mood_data/Train/happy/ffhq_4693.png
Train,happy,ffhq_3760.png,/content/mood_data/Train/happy/ffhq_3760.png
Train,happy,ffhq_2995.png,/content/mood_data/Train/happy/ffhq_2995.png
Train,happy,ffhq_4653.png,/content/mood_data/Train/happy/ffhq_4653.png
Train,happy,ffhq_3337.png,/content/mood_data/Train/happy/ffhq_3337.png
Train,happy,ffhq_4310.png,/content/mood_data/Train/happy/ffhq_4310.png
Train,happy,ffhq_4659.png,/content/mood_data/Train/happy/ffhq_4659.png
Train,happy,ffhq_3594.png,/content/mood_data/Train/happy/ffhq_3594.png
Train,happy,ffhq_4685.png,/content/mood_data/Train/happy/ffhq_4685.png
Train,happy,ffhq_2903.png,/content/mood_data/Train/happy/ffhq_2903.png
Train,happy,ffhq_3757.png,/content/mood_data/Train/happy/ffhq_3757.png
Train,happy,ffhq_3935.png,/content/mood_data/Train/happy/ffhq_3935.png
Train,happy,ffhq_4292.png,/content/mood_data/Train/happy/ffhq_4292.png
Train,happy,ffhq_4433.png,/content/mood_data/Train/happy/ffhq_4433.png
Train,happy,ffhq_3944.png,/content/mood_data/Train/happy/ffhq_3944.png
Train,happy,ffhq_3235.png,/content/mood_data/Train/happy/ffhq_3235.png
Train,happy,ffhq_4802.png,/content/mood_data/Train/happy/ffhq_4802.png
Train,happy,ffhq_3509.png,/content/mood_data/Train/happy/ffhq_3509.png
Train,happy,ffhq_4787.png,/content/mood_data/Train/happy/ffhq_4787.png
Train,happy,ffhq_2744.png,/content/mood_data/Train/happy/ffhq_2744.png
Train,happy,ffhq_4081.png,/content/mood_data/Train/happy/ffhq_4081.png
Train,happy,ffhq_3500.png,/content/mood_data/Train/happy/ffhq_3500.png
Train,happy,ffhq_3222.png,/content/mood_data/Train/happy/ffhq_3222.png
Train,happy,ffhq_2988.png,/content/mood_data/Train/happy/ffhq_2988.png
Train,happy,ffhq_3515.png,/content/mood_data/Train/happy/ffhq_3515.png
Train,happy,ffhq_3068.png,/content/mood_data/Train/happy/ffhq_3068.png
Train,happy,ffhq_3784.png,/content/mood_data/Train/happy/ffhq_3784.png
Train,happy,ffhq_4737.png,/content/mood_data/Train/happy/ffhq_4737.png
Train,happy,ffhq_4577.png,/content/mood_data/Train/happy/ffhq_4577.png
Train,happy,ffhq_3626.png,/content/mood_data/Train/happy/ffhq_3626.png
Train,happy,ffhq_4864.png,/content/mood_data/Train/happy/ffhq_4864.png
Train,happy,ffhq_3817.png,/content/mood_data/Train/happy/ffhq_3817.png
Train,happy,ffhq_2884.png,/content/mood_data/Train/happy/ffhq_2884.png
Train,happy,ffhq_3632.png,/content/mood_data/Train/happy/ffhq_3632.png
Train,happy,ffhq_4255.png,/content/mood_data/Train/happy/ffhq_4255.png
Train,happy,ffhq_4522.png,/content/mood_data/Train/happy/ffhq_4522.png
Train,happy,ffhq_2902.png,/content/mood_data/Train/happy/ffhq_2902.png
Train,happy,ffhq_3730.png,/content/mood_data/Train/happy/ffhq_3730.png
Train,happy,ffhq_4985.png,/content/mood_data/Train/happy/ffhq_4985.png
Train,happy,ffhq_3859.png,/content/mood_data/Train/happy/ffhq_3859.png
Train,happy,ffhq_4945.png,/content/mood_data/Train/happy/ffhq_4945.png
Train,happy,ffhq_4630.png,/content/mood_data/Train/happy/ffhq_4630.png
Train,happy,ffhq_4785.png,/content/mood_data/Train/happy/ffhq_4785.png
Train,happy,ffhq_3819.png,/content/mood_data/Train/happy/ffhq_3819.png
Train,happy,ffhq_3373.png,/content/mood_data/Train/happy/ffhq_3373.png
Train,happy,ffhq_3191.png,/content/mood_data/Train/happy/ffhq_3191.png
Train,happy,ffhq_3309.png,/content/mood_data/Train/happy/ffhq_3309.png
Train,happy,ffhq_4468.png,/content/mood_data/Train/happy/ffhq_4468.png
Train,happy,ffhq_3117.png,/content/mood_data/Train/happy/ffhq_3117.png
Train,happy,ffhq_3988.png,/content/mood_data/Train/happy/ffhq_3988.png
Train,happy,ffhq_4724.png,/content/mood_data/Train/happy/ffhq_4724.png
Train,happy,ffhq_4035.png,/content/mood_data/Train/happy/ffhq_4035.png
Train,happy,ffhq_2908.png,/content/mood_data/Train/happy/ffhq_2908.png
Train,happy,ffhq_4372.png,/content/mood_data/Train/happy/ffhq_4372.png
Train,happy,ffhq_4952.png,/content/mood_data/Train/happy/ffhq_4952.png
Train,happy,ffhq_3604.png,/content/mood_data/Train/happy/ffhq_3604.png
Train,happy,ffhq_3009.png,/content/mood_data/Train/happy/ffhq_3009.png
Train,happy,ffhq_4647.png,/content/mood_data/Train/happy/ffhq_4647.png
Train,happy,ffhq_4748.png,/content/mood_data/Train/happy/ffhq_4748.png
Train,happy,ffhq_3246.png,/content/mood_data/Train/happy/ffhq_3246.png
Train,happy,image0029927.jpg,/content/mood_data/Train/happy/image0029927.jpg
Train,happy,ffhq_4431.png,/content/mood_data/Train/happy/ffhq_4431.png
Train,happy,ffhq_4670.png,/content/mood_data/Train/happy/ffhq_4670.png
Train,happy,ffhq_2848.png,/content/mood_data/Train/happy/ffhq_2848.png
Train,happy,ffhq_3592.png,/content/mood_data/Train/happy/ffhq_3592.png
Train,happy,ffhq_3925.png,/content/mood_data/Train/happy/ffhq_3925.png
Train,happy,ffhq_4058.png,/content/mood_data/Train/happy/ffhq_4058.png
Train,happy,ffhq_3006.png,/content/mood_data/Train/happy/ffhq_3006.png
Train,happy,ffhq_4578.png,/content/mood_data/Train/happy/ffhq_4578.png
Train,happy,ffhq_3858.png,/content/mood_data/Train/happy/ffhq_3858.png
Train,happy,ffhq_4394.png,/content/mood_data/Train/happy/ffhq_4394.png
Train,happy,ffhq_2924.png,/content/mood_data/Train/happy/ffhq_2924.png
Train,happy,ffhq_4825.png,/content/mood_data/Train/happy/ffhq_4825.png
Train,happy,ffhq_4450.png,/content/mood_data/Train/happy/ffhq_4450.png
Train,happy,ffhq_4634.png,/content/mood_data/Train/happy/ffhq_4634.png
Train,happy,ffhq_4500.png,/content/mood_data/Train/happy/ffhq_4500.png
Train,happy,ffhq_4920.png,/content/mood_data/Train/happy/ffhq_4920.png
Train,happy,ffhq_3261.png,/content/mood_data/Train/happy/ffhq_3261.png
Train,happy,image0039941.jpg,/content/mood_data/Train/happy/image0039941.jpg
Train,happy,ffhq_4052.png,/content/mood_data/Train/happy/ffhq_4052.png
Train,happy,ffhq_3609.png,/content/mood_data/Train/happy/ffhq_3609.png
Train,happy,ffhq_4102.png,/content/mood_data/Train/happy/ffhq_4102.png
Train,happy,ffhq_3372.png,/content/mood_data/Train/happy/ffhq_3372.png
Train,happy,ffhq_3376.png,/content/mood_data/Train/happy/ffhq_3376.png
Train,happy,ffhq_4162.png,/content/mood_data/Train/happy/ffhq_4162.png
Train,happy,ffhq_3059.png,/content/mood_data/Train/happy/ffhq_3059.png
Train,happy,ffhq_3908.png,/content/mood_data/Train/happy/ffhq_3908.png
Train,happy,ffhq_3785.png,/content/mood_data/Train/happy/ffhq_3785.png
Train,happy,ffhq_4028.png,/content/mood_data/Train/happy/ffhq_4028.png
Train,happy,ffhq_3411.png,/content/mood_data/Train/happy/ffhq_3411.png
Train,happy,ffhq_2917.png,/content/mood_data/Train/happy/ffhq_2917.png
Train,happy,ffhq_4642.png,/content/mood_data/Train/happy/ffhq_4642.png
Train,happy,ffhq_3349.png,/content/mood_data/Train/happy/ffhq_3349.png
Train,happy,ffhq_3892.png,/content/mood_data/Train/happy/ffhq_3892.png
Train,happy,ffhq_3279.png,/content/mood_data/Train/happy/ffhq_3279.png
Train,happy,ffhq_3035.png,/content/mood_data/Train/happy/ffhq_3035.png
Train,happy,ffhq_4839.png,/content/mood_data/Train/happy/ffhq_4839.png
Train,happy,ffhq_4346.png,/content/mood_data/Train/happy/ffhq_4346.png
Train,happy,ffhq_3470.png,/content/mood_data/Train/happy/ffhq_3470.png
Train,happy,ffhq_2846.png,/content/mood_data/Train/happy/ffhq_2846.png
Train,happy,image0030983.jpg,/content/mood_data/Train/happy/image0030983.jpg
Train,happy,ffhq_3168.png,/content/mood_data/Train/happy/ffhq_3168.png
Train,happy,ffhq_2777.png,/content/mood_data/Train/happy/ffhq_2777.png
Train,happy,ffhq_4473.png,/content/mood_data/Train/happy/ffhq_4473.png
Train,happy,ffhq_3038.png,/content/mood_data/Train/happy/ffhq_3038.png
Train,happy,ffhq_4388.png,/content/mood_data/Train/happy/ffhq_4388.png
Train,happy,ffhq_4721.png,/content/mood_data/Train/happy/ffhq_4721.png
Train,happy,ffhq_4339.png,/content/mood_data/Train/happy/ffhq_4339.png
Train,happy,ffhq_3505.png,/content/mood_data/Train/happy/ffhq_3505.png
Train,happy,ffhq_3078.png,/content/mood_data/Train/happy/ffhq_3078.png
Train,happy,ffhq_4178.png,/content/mood_data/Train/happy/ffhq_4178.png
Train,happy,ffhq_3456.png,/content/mood_data/Train/happy/ffhq_3456.png
Train,happy,ffhq_2811.png,/content/mood_data/Train/happy/ffhq_2811.png
Train,happy,ffhq_3452.png,/content/mood_data/Train/happy/ffhq_3452.png
Train,happy,ffhq_2834.png,/content/mood_data/Train/happy/ffhq_2834.png
Train,happy,ffhq_3468.png,/content/mood_data/Train/happy/ffhq_3468.png
Train,happy,ffhq_3782.png,/content/mood_data/Train/happy/ffhq_3782.png
Train,happy,ffhq_2789.png,/content/mood_data/Train/happy/ffhq_2789.png
Train,happy,ffhq_3829.png,/content/mood_data/Train/happy/ffhq_3829.png
Train,happy,image0036991.jpg,/content/mood_data/Train/happy/image0036991.jpg
Train,happy,ffhq_3400.png,/content/mood_data/Train/happy/ffhq_3400.png
Train,happy,ffhq_4023.png,/content/mood_data/Train/happy/ffhq_4023.png
Train,happy,ffhq_3736.png,/content/mood_data/Train/happy/ffhq_3736.png
Train,happy,ffhq_2870.png,/content/mood_data/Train/happy/ffhq_2870.png
Train,happy,ffhq_2805.png,/content/mood_data/Train/happy/ffhq_2805.png
Train,happy,ffhq_4989.png,/content/mood_data/Train/happy/ffhq_4989.png
Train,happy,ffhq_3435.png,/content/mood_data/Train/happy/ffhq_3435.png
Train,happy,ffhq_3476.png,/content/mood_data/Train/happy/ffhq_3476.png
Train,happy,ffhq_3787.png,/content/mood_data/Train/happy/ffhq_3787.png
Train,happy,ffhq_3906.png,/content/mood_data/Train/happy/ffhq_3906.png
Train,happy,ffhq_4529.png,/content/mood_data/Train/happy/ffhq_4529.png
Train,happy,ffhq_4116.png,/content/mood_data/Train/happy/ffhq_4116.png
Train,happy,ffhq_2772.png,/content/mood_data/Train/happy/ffhq_2772.png
Train,happy,ffhq_4669.png,/content/mood_data/Train/happy/ffhq_4669.png
Train,happy,ffhq_3326.png,/content/mood_data/Train/happy/ffhq_3326.png
Train,happy,ffhq_4422.png,/content/mood_data/Train/happy/ffhq_4422.png
Train,happy,ffhq_3471.png,/content/mood_data/Train/happy/ffhq_3471.png
Train,happy,ffhq_2708.png,/content/mood_data/Train/happy/ffhq_2708.png
Train,happy,ffhq_4294.png,/content/mood_data/Train/happy/ffhq_4294.png
Train,happy,ffhq_3953.png,/content/mood_data/Train/happy/ffhq_3953.png
Train,happy,ffhq_2953.png,/content/mood_data/Train/happy/ffhq_2953.png
Train,happy,ffhq_3489.png,/content/mood_data/Train/happy/ffhq_3489.png
Train,happy,ffhq_3152.png,/content/mood_data/Train/happy/ffhq_3152.png
Train,happy,ffhq_3425.png,/content/mood_data/Train/happy/ffhq_3425.png
Train,happy,ffhq_4725.png,/content/mood_data/Train/happy/ffhq_4725.png
Train,happy,ffhq_3983.png,/content/mood_data/Train/happy/ffhq_3983.png
Train,happy,ffhq_4678.png,/content/mood_data/Train/happy/ffhq_4678.png
Train,happy,ffhq_3464.png,/content/mood_data/Train/happy/ffhq_3464.png
Train,happy,ffhq_4899.png,/content/mood_data/Train/happy/ffhq_4899.png
Train,happy,ffhq_4482.png,/content/mood_data/Train/happy/ffhq_4482.png
Train,happy,ffhq_4270.png,/content/mood_data/Train/happy/ffhq_4270.png
Train,happy,ffhq_4807.png,/content/mood_data/Train/happy/ffhq_4807.png
Train,happy,ffhq_4886.png,/content/mood_data/Train/happy/ffhq_4886.png
Train,happy,ffhq_3312.png,/content/mood_data/Train/happy/ffhq_3312.png
Train,happy,ffhq_3454.png,/content/mood_data/Train/happy/ffhq_3454.png
Train,happy,ffhq_4066.png,/content/mood_data/Train/happy/ffhq_4066.png
Train,happy,ffhq_3384.png,/content/mood_data/Train/happy/ffhq_3384.png
Train,happy,ffhq_3144.png,/content/mood_data/Train/happy/ffhq_3144.png
Train,happy,ffhq_4223.png,/content/mood_data/Train/happy/ffhq_4223.png
Train,happy,ffhq_3213.png,/content/mood_data/Train/happy/ffhq_3213.png
Train,happy,ffhq_4573.png,/content/mood_data/Train/happy/ffhq_4573.png
Train,happy,ffhq_2743.png,/content/mood_data/Train/happy/ffhq_2743.png
Train,happy,ffhq_4674.png,/content/mood_data/Train/happy/ffhq_4674.png
Train,happy,ffhq_3450.png,/content/mood_data/Train/happy/ffhq_3450.png
Train,happy,ffhq_4483.png,/content/mood_data/Train/happy/ffhq_4483.png
Train,happy,ffhq_4808.png,/content/mood_data/Train/happy/ffhq_4808.png
Train,happy,ffhq_3012.png,/content/mood_data/Train/happy/ffhq_3012.png
Train,happy,ffhq_3578.png,/content/mood_data/Train/happy/ffhq_3578.png
Train,happy,ffhq_4349.png,/content/mood_data/Train/happy/ffhq_4349.png
Train,happy,ffhq_2926.png,/content/mood_data/Train/happy/ffhq_2926.png
Train,happy,ffhq_4745.png,/content/mood_data/Train/happy/ffhq_4745.png
Train,happy,ffhq_2768.png,/content/mood_data/Train/happy/ffhq_2768.png
Train,happy,ffhq_4156.png,/content/mood_data/Train/happy/ffhq_4156.png
Train,happy,ffhq_3981.png,/content/mood_data/Train/happy/ffhq_3981.png
Train,happy,ffhq_4778.png,/content/mood_data/Train/happy/ffhq_4778.png
Train,happy,ffhq_4707.png,/content/mood_data/Train/happy/ffhq_4707.png
Train,happy,ffhq_3303.png,/content/mood_data/Train/happy/ffhq_3303.png
Train,happy,ffhq_3766.png,/content/mood_data/Train/happy/ffhq_3766.png
Train,happy,ffhq_4713.png,/content/mood_data/Train/happy/ffhq_4713.png
Train,happy,ffhq_3715.png,/content/mood_data/Train/happy/ffhq_3715.png
Train,happy,ffhq_2982.png,/content/mood_data/Train/happy/ffhq_2982.png
Train,happy,ffhq_3842.png,/content/mood_data/Train/happy/ffhq_3842.png
Train,happy,ffhq_2934.png,/content/mood_data/Train/happy/ffhq_2934.png
Train,happy,ffhq_3716.png,/content/mood_data/Train/happy/ffhq_3716.png
Train,happy,ffhq_3270.png,/content/mood_data/Train/happy/ffhq_3270.png
Train,happy,ffhq_4441.png,/content/mood_data/Train/happy/ffhq_4441.png
Train,happy,ffhq_3487.png,/content/mood_data/Train/happy/ffhq_3487.png
Train,happy,ffhq_4848.png,/content/mood_data/Train/happy/ffhq_4848.png
Train,happy,ffhq_3195.png,/content/mood_data/Train/happy/ffhq_3195.png
Train,happy,ffhq_3112.png,/content/mood_data/Train/happy/ffhq_3112.png
Train,happy,ffhq_2980.png,/content/mood_data/Train/happy/ffhq_2980.png
Train,happy,ffhq_4333.png,/content/mood_data/Train/happy/ffhq_4333.png
Train,happy,ffhq_3146.png,/content/mood_data/Train/happy/ffhq_3146.png
Train,happy,ffhq_4869.png,/content/mood_data/Train/happy/ffhq_4869.png
Train,happy,ffhq_3474.png,/content/mood_data/Train/happy/ffhq_3474.png
Train,happy,ffhq_4541.png,/content/mood_data/Train/happy/ffhq_4541.png
Train,happy,image0037144.jpg,/content/mood_data/Train/happy/image0037144.jpg
Train,happy,ffhq_4951.png,/content/mood_data/Train/happy/ffhq_4951.png
Train,happy,ffhq_4599.png,/content/mood_data/Train/happy/ffhq_4599.png
Train,happy,image0027260.jpg,/content/mood_data/Train/happy/image0027260.jpg
Train,happy,ffhq_4487.png,/content/mood_data/Train/happy/ffhq_4487.png
Train,happy,ffhq_3380.png,/content/mood_data/Train/happy/ffhq_3380.png
Train,happy,ffhq_3771.png,/content/mood_data/Train/happy/ffhq_3771.png
Train,happy,ffhq_3549.png,/content/mood_data/Train/happy/ffhq_3549.png
Train,happy,ffhq_4046.png,/content/mood_data/Train/happy/ffhq_4046.png
Train,happy,ffhq_3455.png,/content/mood_data/Train/happy/ffhq_3455.png
Train,happy,ffhq_3098.png,/content/mood_data/Train/happy/ffhq_3098.png
Train,happy,ffhq_3954.png,/content/mood_data/Train/happy/ffhq_3954.png
Train,happy,ffhq_3198.png,/content/mood_data/Train/happy/ffhq_3198.png
Train,happy,ffhq_3703.png,/content/mood_data/Train/happy/ffhq_3703.png
Train,happy,ffhq_3920.png,/content/mood_data/Train/happy/ffhq_3920.png
Train,happy,ffhq_4934.png,/content/mood_data/Train/happy/ffhq_4934.png
Train,happy,ffhq_4357.png,/content/mood_data/Train/happy/ffhq_4357.png
Train,happy,ffhq_4751.png,/content/mood_data/Train/happy/ffhq_4751.png
Train,happy,ffhq_3852.png,/content/mood_data/Train/happy/ffhq_3852.png
Train,happy,ffhq_3076.png,/content/mood_data/Train/happy/ffhq_3076.png
Train,happy,ffhq_4852.png,/content/mood_data/Train/happy/ffhq_4852.png
Train,happy,ffhq_3187.png,/content/mood_data/Train/happy/ffhq_3187.png
Train,happy,ffhq_3227.png,/content/mood_data/Train/happy/ffhq_3227.png
Train,happy,ffhq_2853.png,/content/mood_data/Train/happy/ffhq_2853.png
Train,happy,ffhq_3179.png,/content/mood_data/Train/happy/ffhq_3179.png
Train,happy,ffhq_3369.png,/content/mood_data/Train/happy/ffhq_3369.png
Train,happy,ffhq_3701.png,/content/mood_data/Train/happy/ffhq_3701.png
Train,happy,ffhq_2960.png,/content/mood_data/Train/happy/ffhq_2960.png
Train,happy,image0032401.jpg,/content/mood_data/Train/happy/image0032401.jpg
